"station_european_code","country_iso_code","country_name","type_of_station","station_type_of_area","station_longitude_deg","station_latitude_deg","station_altitude","sabe_country_code","station_city"
"DE1158A","DE","GERMANY","Traffic","urban",13.74,51.06,112.00," Stadt","Dresden"
"DE1159A","DE","GERMANY","Traffic","urban",13.34,50.91,393.00," Stadt","Freiberg"
"DE1160A","DE","GERMANY","Traffic","urban",12.54,50.82,233.00," Stadt","Glauchau"
"DE1161A","DE","GERMANY","Background","urban",14.25,51.43,117.00," Stadt","Hoyerswerda"
"DE1162A","DE","GERMANY","Background","urban",12.46,50.35,540.00," Stadt","Klingenthal/Sa."
"DE1163A","DE","GERMANY","Background","urban",12.33,51.32,115.00," Stadt","Leipzig"
"DE1164A","DE","GERMANY","Background","rural",14.21,50.93,323.00,"DE","MITTELNDORF"
"DE1165A","DE","GERMANY","Traffic","urban",13.33,50.66,448.00," Stadt","Olbernhau"
"DE1166A","DE","GERMANY","Industrial","rural",12.97,48.23,352.00,"DE",
"DE1167A","DE","GERMANY","Background","suburban",9.50,49.78,147.00," Stadt","Wertheim"
"DE1168A","DE","GERMANY","Background","rural",11.06,47.47,735.00," Markt","Garmisch-Partenkirchen"
"DE1169A","DE","GERMANY","Traffic","urban",13.32,52.46,45.00," Stadt","Berlin"
"DE1170A","DE","GERMANY","Background","rural",10.78,50.62,907.00,"DE","EISENACH"
"DE1171A","DE","GERMANY","Traffic","urban",9.18,48.78,245.00," Landeshauptstadt","Stuttgart"
"DE1172A","DE","GERMANY","Background","rural",8.68,50.53,173.00," Stadt","Linden"
"DE1173A","DE","GERMANY","Background","suburban",13.79,51.01,118.00," Stadt","Dresden"
"DE1175A","DE","GERMANY","Background","suburban",10.21,53.57,42.00,"DE",
"DE1176A","DE","GERMANY","Background","suburban",8.72,48.54,398.00," Stadt","Nagold"
"DE1177A","DE","GERMANY","Traffic","urban",13.71,51.63,110.00," Stadt","Finsterwalde"
"DE1178A","DE","GERMANY","Traffic","urban",13.24,52.75,35.00," Stadt","Oranienburg"
"DE1179A","DE","GERMANY","Background","suburban",8.46,49.28,96.00,"DE",
"DE1180A","DE","GERMANY","Background","rural",10.86,51.33,420.00," Stadt","Sondershausen"
"DE1181A","DE","GERMANY","Background","suburban",8.14,47.89,850.00," Stadt","Titisee-Neustadt"
"DE1183A","DE","GERMANY","Background","rural",10.61,51.79,1142.00,"DE","SCHIERKE"
"DE1185A","DE","GERMANY","Industrial","urban",11.72,51.46,80.00,"DE","AMSDORF"
"DE1186A","DE","GERMANY","Background","urban",11.64,50.45,500.00," Moorbad","16007500062"
"DE1187A","DE","GERMANY","Background","urban",10.73,50.43,380.00," Stadt","Hildburghausen"
"DE1188A","DE","GERMANY","Traffic","urban",13.44,52.46,40.00," Stadt","Berlin"
"DE1189A","DE","GERMANY","Background","rural",10.75,54.18,110.00,"DE",
"DE1190A","DE","GERMANY","Traffic","urban",11.02,50.98,195.00," Stadt","Erfurt"
"DE1191A","DE","GERMANY","Background","suburban",11.16,47.84,560.00," Stadt","Weilheim i. OB"
"DE1192A","DE","GERMANY","Background","urban",10.94,50.83,275.00," Stadt","Arnstadt"
"DE1193A","DE","GERMANY","Background","urban",7.61,49.19,370.00," Stadt","Pirmasens"
"DE1194A","DE","GERMANY","Traffic","urban",7.47,51.36,115.00," Stadt","Hagen"
"DE1195A","DE","GERMANY","Background","suburban",9.79,53.56,20.00," Freie und Hansestadt","Hamburg"
"DE1196A","DE","GERMANY","Background","suburban",14.53,52.34,45.00," Stadt","Frankfurt (Oder)"
"DE1197A","DE","GERMANY","Background","rural",11.17,52.59,100.00," Stadt","Klötze"
"DE1198A","DE","GERMANY","Background","suburban",13.20,52.63,32.00," Stadt","Hennigsdorf"
"DE1199A","DE","GERMANY","Background","urban",14.54,52.34,45.00," Stadt","Frankfurt (Oder)"
"DE1200A","DE","GERMANY","30-7-1998","Background",,13.58,,"Bernau bei Berlin","12006000020"
"DE1201A","DE","GERMANY","15-4-2002","Background",,12.87,,"Nauen","12006300208"
"DE1202A","DE","GERMANY","Background","suburban",14.07,52.37,40.00," Stadt","Fürstenwalde/Spree"
"DE1203A","DE","GERMANY","Background","suburban",13.70,51.85,62.00," Stadt","Luckau"
"DE1204A","DE","GERMANY",,"Traffic",,14.32,,"Cottbus","12005200000"
"DE1205A","DE","GERMANY",,"Traffic",,14.54,,"Frankfurt (Oder)","12005300000"
"DE1206A","DE","GERMANY","1/10/1999","Traffic",,13.06,,"Potsdam","12005400000"
"DE1207A","DE","GERMANY","14-6-1999","Traffic",,13.03,,"Potsdam","12005400000"
"DE1208A","DE","GERMANY","Background","suburban",12.81,52.93,43.00," Stadt","Neuruppin"
"DE1209A","DE","GERMANY",,"Traffic",,12.54,,"Brandenburg an der Havel","12005100000"
"DE1210A","DE","GERMANY","Background","suburban",13.58,52.68,80.00," Stadt","Bernau bei Berlin"
"DE1211A","DE","GERMANY","Background","rural",14.05,52.54,47.00,"DE","WALDSIEVERSDORF"
"DE1212A","DE","GERMANY","Background","suburban",13.04,52.34,50.00," Stadt","Potsdam"
"DE1213A","DE","GERMANY","Background","rural",14.01,52.56,88.00," Stadt","Buckow"
"DE1214A","DE","GERMANY","Traffic","urban",13.03,52.39,31.00," Stadt","Potsdam"
"DE1215A","DE","GERMANY","Background","urban",13.71,51.96,107.00,"DE","FINSTERWALDE"
"DE1216A","DE","GERMANY","Background","urban",13.24,52.75,35.00," Stadt","Oranienburg"
"DE1217A","DE","GERMANY","Background","suburban",13.04,52.38,32.00," Stadt","Potsdam"
"DE1218A","DE","GERMANY","Background","suburban",14.37,51.56,100.00," Stadt","Spremberg"
"DE1219A","DE","GERMANY","Background","suburban",13.29,52.62,50.00," Stadt","Berlin"
"DE1220A","DE","GERMANY","Background","suburban",13.29,52.44,45.00," Stadt","Berlin"
"DE1221A","DE","GERMANY","Background","suburban",13.41,52.44,45.00," Stadt","Berlin"
"DE1222A","DE","GERMANY","Background","suburban",13.52,52.41,45.00," Stadt","Berlin"
"DE1223A","DE","GERMANY","Industrial","urban",13.41,52.46,50.00," Stadt","Berlin"
"DE1225A","DE","GERMANY","Traffic","urban",13.52,52.51,45.00," Stadt","Berlin"
"DE1226A","DE","GERMANY",,"Background",,13.29,,"Berlin","11000000000"
"DE1227A","DE","GERMANY","Background","urban",13.53,52.48,35.00," Stadt","Berlin"
"DE1228A","DE","GERMANY","Traffic","suburban",8.30,48.81,135.00," Stadt","Gaggenau"
"DE1229A","DE","GERMANY","Background","suburban",9.01,48.79,385.00," Stadt","Leonberg"
"DE1230A","DE","GERMANY","Background","suburban",7.94,48.47,149.00," Stadt","Offenburg"
"DE1231A","DE","GERMANY","Background","suburban",8.38,48.22,443.00," Stadt","Schramberg"
"DE1232A","DE","GERMANY","Background","urban",8.71,49.03,170.00," Stadt","Bretten"
"DE1233A","DE","GERMANY","Background","rural",10.12,48.89,474.00,"DE","HÜTTLINGEN"
"DE1234A","DE","GERMANY","Background","suburban",9.66,49.20,330.00," Stadt","Waldenburg"
"DE1235A","DE","GERMANY","Background","suburban",9.03,48.20,710.00," Stadt","Albstadt"
"DE1236A","DE","GERMANY","Background","urban",8.53,49.40,100.00,"DE","BRÜHL"
"DE1237A","DE","GERMANY","Background","suburban",10.03,47.69,700.00," Stadt","Isny im Allgäu"
"DE1238A","DE","GERMANY","Background","suburban",8.87,48.58,425.00," Stadt","Herrenberg"
"DE1239A","DE","GERMANY","Traffic","urban",9.98,48.39,490.00," Universitätsstadt","Ulm"
"DE1240A","DE","GERMANY","Background","suburban",8.65,49.42,110.00," Stadt","Heidelberg"
"DE1241A","DE","GERMANY","Background","suburban",9.75,47.91,610.00," Stadt","Bad Waldsee"
"DE1242A","DE","GERMANY","Background","rural",8.75,49.45,520.00," Stadt","Heidelberg"
"DE1243A","DE","GERMANY","Traffic","rural",7.81,48.06,200.00,"DE","MARCH"
"DE1244A","DE","GERMANY","Traffic","rural",7.74,48.19,174.00," Stadt","Kenzingen"
"DE1245A","DE","GERMANY","Traffic","suburban",9.01,48.78,365.00," Stadt","Leonberg"
"DE1246A","DE","GERMANY","Industrial","rural",11.67,50.38,577.00," Stadt","Lichtenberg"
"DE1247A","DE","GERMANY","Traffic","urban",11.58,48.10,540.00," Landeshauptstadt","München"
"DE1249A","DE","GERMANY","Background","suburban",11.75,49.49,390.00," Stadt","Sulzbach-Rosenberg"
"DE1250A","DE","GERMANY","Background","suburban",10.90,48.32,500.00," Stadt","Augsburg"
"DE1251A","DE","GERMANY","Background","urban",8.06,50.38,131.00," Kreisstadt","Limburg a.d. Lahn"
"DE1252A","DE","GERMANY","Background","urban",9.00,49.67,211.00," Stadt","Michelstadt"
"DE1253A","DE","GERMANY","Background","rural",8.92,51.43,360.00," Stadt","Bad Arolsen"
"DE1254A","DE","GERMANY","Background","rural",8.52,49.72,91.00,"DE","LAMPERTHEIM/WALD"
"DE1255A","DE","GERMANY","Traffic","urban",9.49,51.31,166.00," documenta-Stadt","Kassel"
"DE1256A","DE","GERMANY","Background","rural",9.27,51.36,469.00," Stadt","Zierenberg"
"DE1257A","DE","GERMANY","Background","rural",9.93,50.49,938.00,"DE","WASSERKUPPE"
"DE1258A","DE","GERMANY","Traffic","urban",10.21,53.48,4.00," Freie und Hansestadt","Hamburg"
"DE1259A","DE","GERMANY","Background","urban",9.99,53.63,13.00," Freie und Hansestadt","Hamburg"
"DE1260A","DE","GERMANY","Traffic","urban",9.98,53.58,6.00," Freie und Hansestadt","Hamburg"
"DE1261A","DE","GERMANY","Traffic","urban",9.99,53.44,12.00," Freie und Hansestadt","Hamburg"
"DE1262A","DE","GERMANY","Traffic","urban",10.04,53.59,16.00," Freie und Hansestadt","Hamburg"
"DE1263A","DE","GERMANY","Traffic","urban",9.95,53.57,16.00," Freie und Hansestadt","Hamburg"
"DE1264A","DE","GERMANY","Traffic","suburban",9.97,53.62,8.00," Freie und Hansestadt","Hamburg"
"DE1265A","DE","GERMANY","Traffic","urban",9.97,53.64,16.00," Freie und Hansestadt","Hamburg"
"DE1266A","DE","GERMANY","Traffic","urban",9.99,53.56,9.00," Freie und Hansestadt","Hamburg"
"DE1267A","DE","GERMANY","Traffic","urban",9.96,53.55,15.00," Freie und Hansestadt","Hamburg"
"DE1268A","DE","GERMANY","Traffic","urban",9.98,53.59,8.00," Freie und Hansestadt","Hamburg"
"DE1269A","DE","GERMANY","Traffic","urban",9.98,53.45,14.00," Freie und Hansestadt","Hamburg"
"DE1270A","DE","GERMANY","Traffic","urban",9.93,53.55,28.00," Freie und Hansestadt","Hamburg"
"DE1271A","DE","GERMANY","Traffic","urban",10.06,53.58,13.00," Freie und Hansestadt","Hamburg"
"DE1272A","DE","GERMANY","Traffic","rural",10.01,53.64,15.00," Freie und Hansestadt","Hamburg"
"DE1273A","DE","GERMANY","Background","suburban",10.11,53.63,31.00," Freie und Hansestadt","Hamburg"
"DE1274A","DE","GERMANY","Traffic","urban",9.94,53.55,25.00," Freie und Hansestadt","Hamburg"
"DE1275A","DE","GERMANY","Background","suburban",9.78,53.56,75.00," Freie und Hansestadt","Hamburg"
"DE1276A","DE","GERMANY","Background","suburban",9.85,53.48,3.00," Freie und Hansestadt","Hamburg"
"DE1277A","DE","GERMANY","Traffic","urban",10.00,53.55,13.00," Freie und Hansestadt","Hamburg"
"DE1278A","DE","GERMANY","Traffic","urban",9.98,53.57,12.00," Freie und Hansestadt","Hamburg"
"DE1279A","DE","GERMANY","Traffic","urban",10.01,53.55,6.00," Freie und Hansestadt","Hamburg"
"DE1280A","DE","GERMANY","Background","urban",10.20,53.49,13.00," Freie und Hansestadt","Hamburg"
"DE1281A","DE","GERMANY","Background","urban",9.96,53.46,20.00," Freie und Hansestadt","Hamburg"
"DE1282A","DE","GERMANY","Traffic","urban",10.06,53.56,17.00," Freie und Hansestadt","Hamburg"
"DE1283A","DE","GERMANY","Background","suburban",10.04,53.53,42.00," Freie und Hansestadt","Hamburg"
"DE1284A","DE","GERMANY","Traffic","urban",9.94,53.56,21.00," Freie und Hansestadt","Hamburg"
"DE1285A","DE","GERMANY","Background","urban",9.99,53.50,3.00," Freie und Hansestadt","Hamburg"
"DE1286A","DE","GERMANY","Traffic","urban",9.98,53.58,6.00," Freie und Hansestadt","Hamburg"
"DE1287A","DE","GERMANY","Traffic","urban",10.03,53.56,7.00," Freie und Hansestadt","Hamburg"
"DE1288A","DE","GERMANY","Traffic","suburban",9.80,53.55,2.00," Freie und Hansestadt","Hamburg"
"DE1289A","DE","GERMANY","Background","rural",8.49,53.91,1.00,,"HAMBURG NEUWERK"
"DE1290A","DE","GERMANY","Traffic","urban",9.94,53.56,16.00," Freie und Hansestadt","Hamburg"
"DE1291A","DE","GERMANY","Traffic","urban",13.07,54.30,15.00," Hansestadt","Stralsund"
"DE1292A","DE","GERMANY","Background","rural",11.36,53.30,25.00,"DE","GÖHLEN"
"DE1293A","DE","GERMANY","Background","suburban",10.92,53.54,41.00," Stadt","Zarrentin"
"DE1294A","DE","GERMANY","Background","rural",7.16,53.70,1.00," Stadt","Norderney"
"DE1295A","DE","GERMANY","Background","rural",8.80,53.83,3.00," Stadt","Cuxhaven"
"DE1296A","DE","GERMANY","Background","suburban",11.16,52.95,50.00," Stadt","Lüchow (Wendland)"
"DE1297A","DE","GERMANY","Traffic","urban",9.96,52.15,100.00," Stadt","Hildesheim"
"DE1298A","DE","GERMANY","Background","suburban",10.45,53.24,13.00," Stadt","Lüneburg"
"DE1299A","DE","GERMANY","Background","suburban",9.68,53.52,3.00,"DE",
"DE1300A","DE","GERMANY","Background","suburban",6.82,51.30,41.00," Stadt","Ratingen"
"DE1301A","DE","GERMANY","Background","suburban",7.00,51.03,50.00," Stadt","Leverkusen"
"DE1302A","DE","GERMANY","Background","suburban",7.05,51.18,207.00," Stadt","Solingen"
"DE1303A","DE","GERMANY","Background","rural",6.87,51.86,45.00," Stadt","Borken"
"DE1304A","DE","GERMANY","Traffic","urban",6.78,51.21,37.00," Stadt","Düsseldorf"
"DE1305A","DE","GERMANY","Background","rural",7.72,52.13,49.00,"DE","LADBERGEN"
"DE1306A","DE","GERMANY","Background","urban",6.09,50.75,205.00," Stadt","Aachen"
"DE1307A","DE","GERMANY","Background","urban",7.61,51.93,63.00," Stadt","Münster"
"DE1308A","DE","GERMANY","Background","suburban",6.42,51.15,78.00," Stadt","Düsseldorf"
"DE1309A","DE","GERMANY","Traffic","urban",7.18,51.26,155.00," Stadt","Witten"
"DE1310A","DE","GERMANY","Traffic","urban",7.61,51.97,60.00," Stadt","Münster"
"DE1311A","DE","GERMANY","Traffic","urban",7.76,49.44,230.00," Stadt","Kaiserslautern"
"DE1312A","DE","GERMANY","Traffic","urban",6.63,49.75,140.00," Stadt","Trier"
"DE1313A","DE","GERMANY","Background","suburban",6.67,49.74,256.00," Stadt","Trier"
"DE1314A","DE","GERMANY","Traffic","urban",8.44,49.47,94.00," Stadt","Ludwigshafen am Rhein"
"DE1315A","DE","GERMANY","Background","rural",9.56,54.83,34.00," Stadt","Glücksburg (Ostsee)"
"DE1316A","DE","GERMANY","Traffic","urban",10.11,54.32,25.00," Landeshauptstadt","Kiel"
"DE1317A","DE","GERMANY","Background","rural",9.37,53.93,0.00,"DE","HOVE"
"DE1318A","DE","GERMANY","Background","urban",10.13,54.33,10.00," Landeshauptstadt","Kiel"
"DE1319A","DE","GERMANY","Traffic","urban",9.43,54.78,15.00," Stadt","Flensburg"
"DE1320A","DE","GERMANY","Background","urban",10.69,53.85,10.00," Hansestadt","Lübeck"
"DE1321A","DE","GERMANY","Background","suburban",12.88,50.83,315.00," Stadt","Chemnitz"
"DE1322A","DE","GERMANY","Background","urban",12.92,50.83,300.00," Stadt","Chemnitz"
"DE1323A","DE","GERMANY","Background","suburban",12.96,50.86,350.00," Stadt","Chemnitz"
"DE1324A","DE","GERMANY","Background","suburban",12.89,50.80,355.00," Stadt","Chemnitz"
"DE1325A","DE","GERMANY","Background","urban",13.12,51.12,170.00," Stadt","Döbeln"
"DE1326A","DE","GERMANY","Background","urban",13.74,51.03,119.00," Stadt","Dresden"
"DE1327A","DE","GERMANY","Traffic","urban",12.63,51.46,100.00," Stadt","Eilenburg"
"DE1328A","DE","GERMANY","Traffic","urban",13.66,51.01,169.00," Stadt","Freital"
"DE1329A","DE","GERMANY","Background","urban",12.72,51.23,150.00," Stadt","Grimma"
"DE1330A","DE","GERMANY","Traffic","suburban",13.52,51.28,125.00," Stadt","Großenhain"
"DE1331A","DE","GERMANY","Background","urban",12.70,50.80,375.00," Stadt","Hohenstein-Ernstthal"
"DE1332A","DE","GERMANY","Background","suburban",12.41,51.36,118.00," Stadt","Leipzig"
"DE1333A","DE","GERMANY","Traffic","urban",12.34,51.33,116.00," Stadt","Leipzig"
"DE1334A","DE","GERMANY","Traffic","urban",14.66,51.09,275.00," Stadt","Löbau"
"DE1335A","DE","GERMANY","Traffic","urban",13.49,51.16,104.00," Stadt","Meißen"
"DE1336A","DE","GERMANY","Background","suburban",13.11,51.29,135.00," Stadt","Oschatz"
"DE1337A","DE","GERMANY","Background","urban",12.13,50.49,405.00," Stadt","Plauen"
"DE1338A","DE","GERMANY","Background","urban",13.67,51.10,115.00," Stadt","Radebeul"
"DE1339A","DE","GERMANY","Traffic","urban",13.30,51.30,110.00," Stadt","Riesa"
"DE1340A","DE","GERMANY","Background","suburban",12.41,51.19,140.00," Stadt","Rötha"
"DE1341A","DE","GERMANY","Traffic","urban",14.27,50.97,330.00," Stadt","Sebnitz"
"DE1342A","DE","GERMANY","Background","urban",12.73,51.37,130.00," Stadt","Wurzen"
"DE1343A","DE","GERMANY","Background","urban",14.80,50.89,244.00," Stadt","Zittau"
"DE1344A","DE","GERMANY","Industrial","suburban",12.50,50.70,270.00," Stadt","Zwickau"
"DE1345A","DE","GERMANY","Traffic","urban",12.49,50.72,265.00," Stadt","Zwickau"
"DE1346A","DE","GERMANY","Background","urban",13.00,50.58,705.00," Stadt","Annaberg-Buchholz"
"DE1347A","DE","GERMANY","Background","urban",12.70,50.58,352.00," Stadt","Aue"
"DE1348A","DE","GERMANY","Traffic","urban",12.40,50.51,457.00," Stadt","Auerbach/Vogtl."
"DE1349A","DE","GERMANY","Background","urban",14.42,51.18,210.00," Stadt","Bautzen"
"DE1350A","DE","GERMANY","Background","urban",12.38,51.20,130.00," Stadt","Böhlen"
"DE1351A","DE","GERMANY","Background","urban",12.34,51.52,100.00," Stadt","Delitzsch"
"DE1352A","DE","GERMANY","Background","urban",13.34,50.91,402.00," Stadt","Freiberg"
"DE1353A","DE","GERMANY","Traffic","urban",12.54,50.82,280.00," Stadt","Glauchau"
"DE1354A","DE","GERMANY","Background","urban",14.24,51.43,120.00," Stadt","Hoyerswerda"
"DE1355A","DE","GERMANY","Traffic","urban",12.46,50.35,560.00," Stadt","Klingenthal/Sa."
"DE1356A","DE","GERMANY","Background","urban",13.34,50.66,450.00," Stadt","Olbernhau"
"DE1357A","DE","GERMANY","Background","urban",12.49,50.71,267.00," Stadt","Zwickau"
"DE1358A","DE","GERMANY","Background","rural",13.46,50.66,787.00,"DE","NEUHAUSEN"
"DE1359A","DE","GERMANY","Traffic","urban",12.13,50.48,343.00," Stadt","Plauen"
"DE1360A","DE","GERMANY","Background","rural",13.01,51.30,313.00,"DE","COLLM"
"DE1361A","DE","GERMANY","Background","urban",11.85,52.60,35.00," Stadt","Stendal"
"DE1362A","DE","GERMANY","Background","urban",11.55,51.52,150.00," Lutherstadt","Eisleben"
"DE1363A","DE","GERMANY","Background","urban",12.26,51.68,85.00," Stadt","Wolfen"
"DE1364A","DE","GERMANY","Background","urban",11.85,52.27,40.00," Stadt","Burg"
"DE1365A","DE","GERMANY","Industrial","suburban",12.03,51.32,100.00," Stadt","Leuna"
"DE1366A","DE","GERMANY","Traffic","urban",12.24,51.84,60.00," Stadt","Dessau"
"DE1367A","DE","GERMANY","Background","urban",12.09,50.88,235.00," Stadt","Gera"
"DE1368A","DE","GERMANY","Background","urban",11.32,50.71,192.00," Stadt","Rudolstadt"
"DE1369A","DE","GERMANY","Background","urban",11.32,50.99,230.00," Stadt","Weimar"
"DE1370A","DE","GERMANY","Background","urban",11.51,51.02,165.00," Stadt","Apolda"
"DE1371A","DE","GERMANY","Background","urban",10.95,50.83,275.00," Stadt","Arnstadt"
"DE1372A","DE","GERMANY","Background","urban",12.44,50.98,190.00," Stadt","Altenburg"
"DE1373A","DE","GERMANY","Background","urban",11.02,50.97,190.00," Stadt","Erfurt"
"DE1374A","DE","GERMANY","Background","urban",11.51,51.02,170.00," Stadt","Apolda"
"DE1375A","DE","GERMANY","Background","urban",12.08,50.88,205.00," Stadt","Gera"
"DE1376A","DE","GERMANY","Background","urban",10.70,50.94,303.00," Stadt","Gotha"
"DE1377A","DE","GERMANY","Background","urban",10.72,50.43,380.00," Stadt","Hildburghausen"
"DE1378A","DE","GERMANY","Background","urban",11.64,50.44,500.00," Moorbad","16007500062"
"DE1379A","DE","GERMANY","Background","urban",10.42,50.57,285.00," Stadt","Meiningen"
"DE1380A","DE","GERMANY","Background","urban",10.46,51.21,200.00," Stadt","Mühlhausen/Thüringen"
"DE1381A","DE","GERMANY","Background","urban",11.59,50.69,230.00," Stadt","Pößneck"
"DE1382A","DE","GERMANY","Background","suburban",11.34,50.71,190.00," Stadt","Rudolstadt"
"DE1383A","DE","GERMANY","Background","urban",11.36,50.64,235.00," Stadt","Saalfeld/Saale"
"DE1384A","DE","GERMANY","Background","urban",10.67,50.65,490.00," Stadt","Zella-Mehlis"
"DE1385A","DE","GERMANY","Background","rural",11.66,50.79,357.00,"DE",
"DE1387A","DE","GERMANY","Background","rural",14.12,52.16,73.00,"DE","FALKENBERG"
"DE1388A","DE","GERMANY","Background","rural",13.64,52.97,70.00," Stadt","Joachimsthal"
"DE1389A","DE","GERMANY","Background","rural",11.11,47.89,552.00,"DE","RAISTING"
"DE1390A","DE","GERMANY","Background","rural",9.44,49.24,283.00," Stadt","Öhringen"
"DE1391A","DE","GERMANY","Background","suburban",12.55,52.42,33.00," Stadt","Brandenburg an der Havel"
"DE1392A","DE","GERMANY","Background","rural",8.44,50.22,825.00,"DE",
"DE1393A","DE","GERMANY","Traffic","urban",9.96,53.58,14.00," Freie und Hansestadt","Hamburg"
"DE1394A","DE","GERMANY","Traffic","urban",6.09,50.77,170.00," Stadt","Aachen"
"DE1395A","DE","GERMANY","Traffic","urban",9.98,54.07,25.00," Stadt","Neumünster"
"DE1396A","DE","GERMANY","Traffic","urban",12.33,51.33,113.00," Stadt","Leipzig"
"DE1397A","DE","GERMANY","Background","rural",13.49,50.62,697.00,"DE",
