"station_european_code","country_iso_code","country_name","type_of_station","station_type_of_area","station_longitude_deg","station_latitude_deg","station_altitude","sabe_country_code","station_city"
"FR1502A","FR","FRANCE","Unknown","suburban",55.28,-20.93,5.00,"FR",
"GB0001A","GB","UNITED KINGDOM","Background","suburban",-3.10,55.87,0.00,"GB","DALKEITH"
"GB0002R","GB","UNITED KINGDOM","Background","rural",-3.20,55.31,269.00,"GB",
"GB0004R","GB","UNITED KINGDOM","Background","rural",0.50,52.56,3.00,"GB",
"GB0006R","GB","UNITED KINGDOM","Background","rural",-7.89,54.43,130.00,"NI",
"GB0013R","GB","UNITED KINGDOM","Background","rural",-3.71,50.59,119.00,"GB",
"GB0014R","GB","UNITED KINGDOM","Background","rural",-0.80,54.33,267.00,"GB",
"GB0015R","GB","UNITED KINGDOM","Background","rural",-4.77,57.73,270.00,"GB",
"GB0031R","GB","UNITED KINGDOM","Background","rural",-3.33,52.50,370.00,"GB",
"GB0032R","GB","UNITED KINGDOM","Background","suburban",-0.81,52.93,32.00,"GB","BOTTESFORD"
"GB0033R","GB","UNITED KINGDOM","Background","rural",-3.20,55.86,180.00,"GB",
"GB0034R","GB","UNITED KINGDOM","Background","suburban",-2.47,53.45,21.00,"GB","LIVERPOOL"
"GB0035R","GB","UNITED KINGDOM","Background","rural",-2.45,54.68,847.00,"GB",
"GB0036R","GB","UNITED KINGDOM","Background","rural",-1.32,51.57,137.00,"GB",
"GB0037R","GB","UNITED KINGDOM","Background","rural",-1.75,53.40,420.00,"GB",
"GB0038R","GB","UNITED KINGDOM","Background","rural",0.18,50.79,125.00,"GB",
"GB0039R","GB","UNITED KINGDOM","Background","rural",1.46,52.29,46.00,"GB",
"GB0040R","GB","UNITED KINGDOM","Background","suburban",-0.20,51.88,90.00,"GB","STEVENAGE"
"GB0041R","GB","UNITED KINGDOM","Background","rural",-2.46,54.61,206.00,"GB",
"GB0043R","GB","UNITED KINGDOM","Background","rural",-4.68,51.78,169.00,"GB",
"GB0044R","GB","UNITED KINGDOM","Background","rural",-2.73,51.03,55.00,"GB",
"GB0045R","GB","UNITED KINGDOM","Background","rural",-0.29,52.29,5.00,"GB",
"GB0050A","GB","UNITED KINGDOM","Traffic","urban",-5.35,36.13,15.00,,"GIBRALTAR"
"GB0051A","GB","UNITED KINGDOM","Background","urban",-5.35,36.11,50.00,,"GIBRALTAR"
"GB0105A","GB","UNITED KINGDOM","Background","urban",-1.75,53.79,100.00,"GB","BRADFORD"
"GB0106A","GB","UNITED KINGDOM","Background","urban",-0.12,51.46,14.00,"GB","LAMBETH"
"GB0107A","GB","UNITED KINGDOM","Background","suburban",-0.04,51.54,0.00,"GB","HACKNEY"
"GB0110A","GB","UNITED KINGDOM","Background","suburban",-1.45,53.39,73.00,"GB","SHEFFIELD"
"GB0111A","GB","UNITED KINGDOM","Background","urban",-5.93,54.59,13.00,"NI","BELFAST"
"GB0113A","GB","UNITED KINGDOM","Background","urban",-1.50,52.40,85.00,"GB","COVENTRY"
"GB0114A","GB","UNITED KINGDOM","Background","suburban",-0.06,51.44,49.00,"GB","LONDON"
"GB0115A","GB","UNITED KINGDOM","Background","suburban",-1.68,54.99,85.00,"GB","NEWCASTLE UPON TYNE"
"GB0116A","GB","UNITED KINGDOM","Background","suburban",-1.47,53.57,0.00,"GB","BARNSLEY"
"GB0117A","GB","UNITED KINGDOM","Background","suburban",-1.44,53.54,0.00,"GB","BARNSLEY"
"GB0119A","GB","UNITED KINGDOM","Background","suburban",-5.95,54.59,5.00,"NI","BELFAST"
"GB0120A","GB","UNITED KINGDOM","Background","suburban",-5.88,54.61,11.00,"NI","BELFAST"
"GB0121A","GB","UNITED KINGDOM","Background","urban",-2.24,53.47,61.00,"GB","MANCHESTER"
"GB0122A","GB","UNITED KINGDOM","Background","suburban",-2.11,57.14,0.00,"GB","ABERDEEN"
"GB0123A","GB","UNITED KINGDOM","Background","suburban",-5.96,54.56,19.00,"NI","BELFAST"
"GB0124A","GB","UNITED KINGDOM","Background","urban",-3.03,51.70,133.00,"GB","CWMBRAN"
"GB0125A","GB","UNITED KINGDOM","Background","suburban",-4.05,55.85,0.00,"GB","COATBRIDGE"
"GB0126A","GB","UNITED KINGDOM","Background","suburban",-4.34,55.84,23.00,"GB","GLASGOW"
"GB0130A","GB","UNITED KINGDOM","Background","suburban",-2.98,53.40,18.00,"GB","LIVERPOOL"
"GB0131A","GB","UNITED KINGDOM","Background","urban",-2.43,53.57,94.00,"GB","BOLTON"
"GB0132A","GB","UNITED KINGDOM","Background","suburban",-1.84,52.54,0.00,"GB","BIRMINGHAM"
"GB0133A","GB","UNITED KINGDOM","Background","suburban",-0.53,53.23,0.00,"GB","LINCOLN"
"GB0134A","GB","UNITED KINGDOM","Background","suburban",-2.19,53.55,108.00,"GB","ROCHDALE"
"GB0135A","GB","UNITED KINGDOM","Background","suburban",0.07,51.47,386.00,"GB","WOOLWICH"
"GB0136A","GB","UNITED KINGDOM","Background","urban",-2.54,53.60,132.00,"GB","BOLTON"
"GB0137A","GB","UNITED KINGDOM","Background","suburban",-1.78,51.57,101.00,"GB","SWINDON"
"GB0140A","GB","UNITED KINGDOM","Background","suburban",1.30,52.64,20.00,"GB","NORWICH"
"GB0141A","GB","UNITED KINGDOM","Background","urban",-5.91,54.60,11.00,"NI","BELFAST"
"GB0142A","GB","UNITED KINGDOM","Background","suburban",-0.61,51.52,33.00,"GB","SLOUGH"
"GB0143A","GB","UNITED KINGDOM","Background","suburban",-2.12,53.54,195.00,"GB","OLDHAM"
"GB0144A","GB","UNITED KINGDOM","Background","suburban",-2.59,53.39,16.00,"GB","WARRINGTON"
"GB0145A","GB","UNITED KINGDOM","Background","suburban",-0.06,51.64,23.00,"GB","ENFIELD"
"GB0146A","GB","UNITED KINGDOM","Background","suburban",-3.16,51.48,15.00,"GB","CARDIFF"
"GB0147A","GB","UNITED KINGDOM","Background","suburban",-2.44,53.09,0.00,"GB","CREWE"
"GB0148A","GB","UNITED KINGDOM","Background","suburban",-2.51,53.49,34.00,"GB","WIGAN"
"GB0149A","GB","UNITED KINGDOM","Background","suburban",-1.30,53.48,0.00,"GB","ROTHERHAM"
"GB0150A","GB","UNITED KINGDOM","Background","suburban",0.70,51.54,26.00,"GB","SOUTHEND - ON - SEA"
"GB0151A","GB","UNITED KINGDOM","Background","urban",-4.14,50.37,0.00,"GB","PLYMOUTH"
"GB0152A","GB","UNITED KINGDOM","Background","suburban",-1.51,53.80,80.00,"GB","LEEDS"
"GB0153A","GB","UNITED KINGDOM","Background","urban",-0.35,53.88,0.00,"GB","THORNTON CURTIS"
"GB0157A","GB","UNITED KINGDOM","Background","urban",-2.18,53.48,75.00,"GB","MANCHESTER"
"GB0158A","GB","UNITED KINGDOM","Background","suburban",-1.07,50.81,8.00,"GB","PORTSMOUTH"
"GB0159A","GB","UNITED KINGDOM","Background","suburban",-1.83,53.68,93.00,"GB","HALIFAX"
"GB0161A","GB","UNITED KINGDOM","Background","suburban",-2.33,53.48,0.00,"GB","SALFORD"
"GB0162A","GB","UNITED KINGDOM","Background","urban",-1.39,53.52,0.00,"GB","BARNSLEY"
"GB0163A","GB","UNITED KINGDOM","Background","urban",-3.76,51.57,0.00,"GB","PORT TALBOT"
"GB0164A","GB","UNITED KINGDOM","Background","urban",-0.48,51.36,12.00,"GB","ADDLESTONE"
"GB0165A","GB","UNITED KINGDOM","Background","suburban",-2.39,53.55,94.00,"GB","BOLTON"
"GB0166A","GB","UNITED KINGDOM","Background","urban",-0.17,51.49,0.00,"GB","KENSINGTON"
"GB0167A","GB","UNITED KINGDOM","Background","urban",-0.03,51.52,15.00,"GB","STEPNEY"
"GB0168A","GB","UNITED KINGDOM","Background","suburban",-2.16,53.02,156.00,"GB","STOKE - ON - TRENT"
"GB0169A","GB","UNITED KINGDOM","Background","suburban",-1.55,54.97,80.00,"GB","NEWCASTLE UPON TYNE"
"GB0170A","GB","UNITED KINGDOM","Background","urban",-3.23,55.97,36.00,"GB","EDINBURGH"
"GB0171A","GB","UNITED KINGDOM","Background","urban",-3.19,55.94,90.00,"GB","EDINBURGH"
"GB0172A","GB","UNITED KINGDOM","Background","urban",-1.34,53.50,40.00,"GB","ROTHERHAM"
"GB0173A","GB","UNITED KINGDOM","Background","suburban",-1.97,52.48,0.00,"GB","WEST BROMWICH"
"GB0175A","GB","UNITED KINGDOM","Background","urban",-0.09,51.37,76.00,"GB","CROYDON"
"GB0177A","GB","UNITED KINGDOM","Background","urban",-2.24,51.85,15.00,"GB","GLOUCESTER"
"GB0178A","GB","UNITED KINGDOM","Background","urban",-1.60,54.97,90.00,"GB","NEWCASTLE UPON TYNE"
"GB0179A","GB","UNITED KINGDOM","Background","suburban",-4.37,55.91,20.00,"GB","GLASGOW"
"GB0180A","GB","UNITED KINGDOM","Background","suburban",-0.75,51.99,326.00,"GB","BELTCHLEY"
"GB0181A","GB","UNITED KINGDOM","Background","suburban",-2.24,53.03,0.00,"GB","NEWCASTLE UNDER LYME"
"GB0182A","GB","UNITED KINGDOM","Background","suburban",-1.31,53.59,50.00,"GB","WAKEFIELD"
"GB0184A","GB","UNITED KINGDOM","Background","suburban",-2.23,53.51,82.00,"GB","MANCHESTER"
"GB0185A","GB","UNITED KINGDOM","Background","suburban",-1.19,53.17,87.00,"GB","MANSFIELD"
"GB0186A","GB","UNITED KINGDOM","Background","suburban",-1.21,54.68,10.00,"GB","HARTLEPOOL"
"GB0187A","GB","UNITED KINGDOM","Background","suburban",-2.43,53.10,0.00,"GB","CREWE"
"GB0188A","GB","UNITED KINGDOM","Background","suburban",-2.98,53.04,82.00,"GB","WREXHAM"
"GB0189A","GB","UNITED KINGDOM","Background","suburban",-1.33,53.64,60.00,"GB","WAKEFIELD"
"GB0190A","GB","UNITED KINGDOM","Background","urban",0.08,51.55,22.00,"GB","ILFORD"
"GB0191A","GB","UNITED KINGDOM","Background","urban",-4.25,55.86,15.00,"GB","GLASGOW"
"GB0192A","GB","UNITED KINGDOM","Background","rural",-2.98,54.36,77.00,"GB",
"GB0193A","GB","UNITED KINGDOM","Background","rural",-1.08,53.40,12.00,"GB",
"GB0194A","GB","UNITED KINGDOM","Background","rural",-1.32,51.57,135.00,"GB",
"GB0198A","GB","UNITED KINGDOM","Background","rural",-3.86,51.70,29.00,"GB",
"GB0199A","GB","UNITED KINGDOM","Background","urban",-0.08,51.51,39.00,"GB","LONDON"
"GB0200A","GB","UNITED KINGDOM","Background","urban",-4.50,55.60,0.00,"GB","KILMARNOCK"
"GB0201A","GB","UNITED KINGDOM","Background","urban",-1.59,53.82,0.00,"GB","LEEDS"
"GB0202A","GB","UNITED KINGDOM","Background","urban",1.15,52.05,0.00,"GB","IPSWICH"
"GB0203A","GB","UNITED KINGDOM","Background","suburban",-1.05,53.53,10.00,"GB","DONCASTER"
"GB0204A","GB","UNITED KINGDOM","Background","urban",-0.13,51.49,20.00,"GB","LONDON"
"GB0206A","GB","UNITED KINGDOM","Traffic","urban",-0.18,51.49,20.00,"GB","LONDON"
"GB0207A","GB","UNITED KINGDOM","Background","suburban",-5.833e-03,51.47,9.00,"GB","WOOLWICH"
"GB0208A","GB","UNITED KINGDOM","Background","suburban",-2.92,53.42,38.00,"GB","LIVERPOOL"
"GB0217A","GB","UNITED KINGDOM","Background","suburban",-1.21,52.92,34.00,"GB","BEESTON"
"GB0218A","GB","UNITED KINGDOM","Background","urban",-1.34,53.72,0.00,"GB","WAKEFIELD"
"GB0219A","GB","UNITED KINGDOM","Background","suburban",-1.20,53.42,110.00,"GB","ROTHERHAM"
"GB0220A","GB","UNITED KINGDOM","Background","suburban",-1.34,53.66,55.00,"GB","WAKEFIELD"
"GB0221A","GB","UNITED KINGDOM","Background","urban",-1.35,53.61,80.00,"GB","WAKEFIELD"
"GB0222A","GB","UNITED KINGDOM","Background","urban",-1.46,53.61,50.00,"GB","WAKEFIELD"
"GB0223A","GB","UNITED KINGDOM","Background","suburban",-1.23,54.57,0.00,"GB","MIDDLESBROUGH"
"GB0224A","GB","UNITED KINGDOM","Background","urban",-3.00,51.12,12.00,"GB","BRIDGWATER"
"GB0225A","GB","UNITED KINGDOM","Background","unknown",-1.15,53.61,15.00,"GB","DONCASTER"
"GB0226A","GB","UNITED KINGDOM","Background","suburban",-1.38,53.56,33.00,"GB","BARNSLEY"
"GB0233A","GB","UNITED KINGDOM","Background","suburban",-1.32,54.57,16.00,"GB","STOCKTON-ON-TEES"
"GB0234A","GB","UNITED KINGDOM","Background","suburban",-1.38,54.91,35.00,"GB","SUNDERLAND"
"GB0235A","GB","UNITED KINGDOM","Background","suburban",-4.22,55.83,26.00,"GB","GLASGOW"
"GB0236A","GB","UNITED KINGDOM","Background","suburban",-1.37,53.57,0.00,"GB","GRIMETHORPE"
"GB0237A","GB","UNITED KINGDOM","Background","urban",-6.33,54.19,0.00,"NI","NEWRY"
"GB0238A","GB","UNITED KINGDOM","Background","suburban",-1.83,52.49,0.00,"GB","BIRMINGHAM"
"GB0239A","GB","UNITED KINGDOM","Background","urban",-1.60,53.74,122.00,"GB","LEEDS"
"GB0240A","GB","UNITED KINGDOM","Background","urban",-2.73,53.45,0.00,"GB","ST HELENS"
"GB0241A","GB","UNITED KINGDOM","Background","urban",-3.98,55.78,85.00,"GB","GLASGOW"
"GB0248A","GB","UNITED KINGDOM","Background","urban",-1.53,53.79,34.00,"GB","LEEDS"
"GB0249A","GB","UNITED KINGDOM","Background","urban",-1.78,53.57,140.00,"GB","HUDDERSFIELD"
"GB0250A","GB","UNITED KINGDOM","Background","urban",-1.13,52.63,65.00,"GB","LEICESTER"
"GB0251A","GB","UNITED KINGDOM","Background","suburban",-4.94,51.70,40.00,"GB","HAVERFORDWEST"
"GB0252A","GB","UNITED KINGDOM","Background","urban",-0.40,54.28,45.00,"GB","SCARBOROUGH"
"GB0253A","GB","UNITED KINGDOM","Background","urban",-0.65,53.59,40.00,"GB","SCUNTHORPE"
"GB0254A","GB","UNITED KINGDOM","Background","urban",-1.97,52.58,120.00,"GB","WALSALL"
"GB0255A","GB","UNITED KINGDOM","Background","suburban",-1.44,54.81,90.00,"GB",
"GB0257A","GB","UNITED KINGDOM","Background","suburban",-2.70,53.43,34.00,"GB","ST HELENS"
"GB0260A","GB","UNITED KINGDOM","Background","urban",-4.22,55.85,16.00,"GB","GLASGOW"
"GB0261A","GB","UNITED KINGDOM","Background","urban",-1.46,53.37,47.00,"GB","SHEFFIELD"
"GB0262A","GB","UNITED KINGDOM","Background","urban",-1.49,53.68,50.00,"GB","WAKEFIELD"
"GB0263A","GB","UNITED KINGDOM","Background","suburban",-3.02,53.41,15.00,"GB","WALLASEY"
"GB0264A","GB","UNITED KINGDOM","Background","suburban",-0.45,52.12,29.00,"GB","BEDFORD"
"GB0265A","GB","UNITED KINGDOM","Background","suburban",-3.62,56.00,75.00,"GB","FALKIRK"
"GB0266A","GB","UNITED KINGDOM","Background","suburban",-3.03,53.82,23.00,"GB","BLACKPOOL"
"GB0267A","GB","UNITED KINGDOM","Background","suburban",-7.32,55.00,0.00,"NI","LONDONDERRY"
"GB0268A","GB","UNITED KINGDOM","Background","urban",-1.40,50.90,14.00,"GB","SOUTHAMPTON"
"GB0269A","GB","UNITED KINGDOM","Background","suburban",-0.28,51.55,0.00,"GB","WEMBLEY"
"GB0270A","GB","UNITED KINGDOM","Background","suburban",-0.18,51.11,90.00,"GB","CRAWLEY"
"GB0274A","GB","UNITED KINGDOM","Background","urban",-2.36,53.75,7.00,"GB","ACCRINGTON"
"GB0275A","GB","UNITED KINGDOM","Background","suburban",-2.27,53.59,0.00,"GB","BURY"
"GB0276A","GB","UNITED KINGDOM","Background","suburban",-3.23,54.11,0.00,"GB","BARROW"
"GB0277A","GB","UNITED KINGDOM","Background","suburban",-1.36,53.74,0.00,"GB","LEEDS"
"GB0278A","GB","UNITED KINGDOM","Background","urban",-1.25,53.88,0.00,"GB","SELBY"
"GB0280A","GB","UNITED KINGDOM","Background","urban",-1.31,53.69,40.00,"GB","WAKEFIELD"
"GB0281A","GB","UNITED KINGDOM","Background","urban",-2.11,52.53,230.00,"GB","DUDLEY"
"GB0282A","GB","UNITED KINGDOM","Background","suburban",-3.93,56.12,9.00,"GB","STIRLING"
"GB0283A","GB","UNITED KINGDOM","Background","urban",-1.37,54.90,30.00,"GB","SUNDERLAND"
"GB0284A","GB","UNITED KINGDOM","Background","urban",-3.14,52.65,0.00,"GB","WELSHPOOL"
"GB0285A","GB","UNITED KINGDOM","Background","suburban",-3.02,53.48,12.00,"GB","SOUTHPORT"
"GB0287A","GB","UNITED KINGDOM","Background","suburban",-1.07,53.97,20.00,"GB","YORK"
"GB0288A","GB","UNITED KINGDOM","Background","suburban",-1.55,55.17,30.00,"GB","ASHINGTON"
"GB0289A","GB","UNITED KINGDOM","Background","suburban",-0.94,53.63,5.00,"GB","DONCASTER"
"GB0290A","GB","UNITED KINGDOM","Background","suburban",-4.11,55.85,24.00,"GB","GLASGOW"
"GB0291A","GB","UNITED KINGDOM","Background","urban",-0.07,51.52,0.00,"GB","HACKNEY"
"GB0292A","GB","UNITED KINGDOM","Background","urban",-3.58,54.53,6.00,"GB","WHITEHAVEN"
"GB0293A","GB","UNITED KINGDOM","Background","urban",-1.40,53.04,170.00,"GB","RIPLEY"
"GB0294A","GB","UNITED KINGDOM","Background","urban",-2.52,57.66,0.00,"GB","BANFF"
"GB0295A","GB","UNITED KINGDOM","Background","urban",-0.89,52.24,75.00,"GB","NORTHAMPTON"
"GB0296A","GB","UNITED KINGDOM","Background","suburban",-2.01,52.70,164.00,"GB","CANNOCK"
"GB0302A","GB","UNITED KINGDOM","Background","urban",-0.93,53.32,85.00,"GB","WORKSOP"
"GB0303A","GB","UNITED KINGDOM","Background","urban",-2.35,51.38,26.00,"GB","BATH"
"GB0304A","GB","UNITED KINGDOM","Background","suburban",-2.93,54.88,55.00,"GB","CARLISLE"
"GB0305A","GB","UNITED KINGDOM","Background","suburban",-1.36,52.72,152.00,"GB","COALVILLE"
"GB0306A","GB","UNITED KINGDOM","Background","urban",-1.30,53.53,51.00,"GB","BARNSLEY"
"GB0307A","GB","UNITED KINGDOM","Background","urban",-1.85,53.72,141.00,"GB","HALIFAX"
"GB0308A","GB","UNITED KINGDOM","Background","urban",-1.48,53.55,127.00,"GB",
"GB0309A","GB","UNITED KINGDOM","Background","urban",-1.36,53.15,0.00,"GB","SALTERGATE"
"GB0310A","GB","UNITED KINGDOM","Background","suburban",-1.32,53.29,0.00,"GB","SALTERGATE"
"GB0311A","GB","UNITED KINGDOM","Background","urban",-1.41,53.57,72.00,"GB","BARNSLEY"
"GB0312A","GB","UNITED KINGDOM","Background","urban",0.55,51.88,0.00,"GB","BRAINTREE"
"GB0313A","GB","UNITED KINGDOM","Background","suburban",-1.19,53.56,38.00,"GB","DONCASTER"
"GB0314A","GB","UNITED KINGDOM","Background","suburban",-1.25,53.70,0.00,"GB","WAKEFIELD"
"GB0315A","GB","UNITED KINGDOM","Background","urban",-1.64,52.80,0.00,"GB","BURTON-UPON-TRENT"
"GB0316A","GB","UNITED KINGDOM","Background","suburban",-1.60,54.87,0.00,"GB","CHESTER-LE-STREET"
"GB0317A","GB","UNITED KINGDOM","Background","urban",-4.01,55.86,124.00,"GB","COATBRIDGE"
"GB0318A","GB","UNITED KINGDOM","Background","urban",-2.17,53.11,170.00,"GB","LEEK"
"GB0319A","GB","UNITED KINGDOM","Background","urban",-1.90,53.86,115.00,"GB","BRADFORD"
"GB0320A","GB","UNITED KINGDOM","Background","suburban",-2.07,52.59,143.00,"GB","WOLVERHAMPTON"
"GB0321A","GB","UNITED KINGDOM","Background","suburban",-0.33,51.59,59.00,"GB","HARROW"
"GB0322A","GB","UNITED KINGDOM","Background","urban",-6.42,54.43,24.00,"NI","CRAIGAVON"
"GB0323A","GB","UNITED KINGDOM","Background","suburban",-1.98,52.99,170.00,"GB","LEEK"
"GB0324A","GB","UNITED KINGDOM","Background","urban",-2.09,53.48,109.00,"GB","ASHTON-UNDER-LYNE"
"GB0325A","GB","UNITED KINGDOM","Background","suburban",-1.20,53.36,120.00,"GB","ROTHERHAM"
"GB0326A","GB","UNITED KINGDOM","Background","urban",-2.90,53.27,5.00,"GB","ELLESMERE PORT"
"GB0327A","GB","UNITED KINGDOM","Background","urban",-4.04,55.77,0.00,"GB","HAMILTON"
"GB0328A","GB","UNITED KINGDOM","Background","suburban",-0.09,51.54,0.00,"GB","ISLINGTON"
"GB0329A","GB","UNITED KINGDOM","Background","suburban",-2.02,53.10,0.00,"GB","LEEK"
"GB0330A","GB","UNITED KINGDOM","Background","urban",0.51,51.27,38.00,"GB","MAIDSTONE"
"GB0331A","GB","UNITED KINGDOM","Background","suburban",-2.24,53.08,0.00,"GB","NEWCASTLE UNDER LYME"
"GB0332A","GB","UNITED KINGDOM","Traffic","urban",-0.17,51.49,20.00,"GB","LONDON"
"GB0352A","GB","UNITED KINGDOM","Background","urban",-2.28,53.70,170.00,"GB","RAWTENSTALL"
"GB0353A","GB","UNITED KINGDOM","Background","suburban",-2.73,53.34,20.00,"GB","WIDNES/RUNCORN"
"GB0354A","GB","UNITED KINGDOM","Background","suburban",-2.28,53.45,45.00,"GB","STRETFORD"
"GB0355A","GB","UNITED KINGDOM","Background","urban",-2.62,53.65,96.00,"GB","CHORLEY"
"GB0356A","GB","UNITED KINGDOM","Background","suburban",-1.51,55.07,0.00,"GB","BLYTH"
"GB0357A","GB","UNITED KINGDOM","Background","suburban",-1.46,54.84,60.00,"GB",
"GB0358A","GB","UNITED KINGDOM","Background","suburban",-1.40,54.90,35.00,"GB","SUNDERLAND"
"GB0359A","GB","UNITED KINGDOM","Background","urban",-4.27,55.86,19.00,"GB","GLASGOW"
"GB0360A","GB","UNITED KINGDOM","Background","suburban",-1.45,54.92,40.00,"GB","SUNDERLAND"
"GB0361A","GB","UNITED KINGDOM","Traffic","rural",-3.20,55.31,269.00,"GB",
"GB0362A","GB","UNITED KINGDOM","Traffic","rural",-0.07,51.93,145.00,"GB",
"GB0363A","GB","UNITED KINGDOM","Background","urban",-1.28,53.23,168.00,"GB","BOLSOVER"
"GB0364A","GB","UNITED KINGDOM","Background","suburban",-1.63,54.75,0.00,"GB","DURHAM"
"GB0365A","GB","UNITED KINGDOM","Traffic","urban",-1.62,55.01,63.00,"GB","NEWCASTLE UPON TYNE"
"GB0367A","GB","UNITED KINGDOM","Background","urban",-1.34,54.78,0.00,"GB","EASINGTON"
"GB0368A","GB","UNITED KINGDOM","Background","urban",-2.19,53.70,253.00,"GB","RAWTENSTALL"
"GB0369A","GB","UNITED KINGDOM","Traffic","urban",-3.22,51.48,13.00,"GB","CARDIFF"
"GB0370A","GB","UNITED KINGDOM","Traffic","urban",-2.27,53.38,62.00,"GB","MANCHESTER"
"GB0371A","GB","UNITED KINGDOM","Background","suburban",-1.34,54.83,0.00,"GB","EASINGTON"
"GB0372A","GB","UNITED KINGDOM","Background","suburban",-4.13,55.94,65.00,"GB","KIRKINTILLOCH"
"GB0373A","GB","UNITED KINGDOM","Background","suburban",-1.11,53.37,0.00,"GB",
"GB0374A","GB","UNITED KINGDOM","Background","urban",0.22,51.44,4.00,"GB","DARTFORD"
"GB0375A","GB","UNITED KINGDOM","Background","suburban",-1.37,53.09,0.00,"GB","RIPLEY"
"GB0376A","GB","UNITED KINGDOM","Background","suburban",-1.58,55.13,0.00,"GB","ASHINGTON"
"GB0377A","GB","UNITED KINGDOM","Background","suburban",-1.55,54.97,0.00,"GB","NEWCASTLE UPON TYNE"
"GB0378A","GB","UNITED KINGDOM","Background","urban",-1.19,53.00,0.00,"GB","NOTTINGHAM"
"GB0379A","GB","UNITED KINGDOM","Background","suburban",-1.62,54.81,0.00,"GB","CHESTER-LE-STREET"
"GB0381A","GB","UNITED KINGDOM","Industrial","suburban",-2.00,52.57,138.00,"GB","WALSALL"
"GB0382A","GB","UNITED KINGDOM","Industrial","suburban",-2.00,52.57,150.00,"GB","WALSALL"
"GB0397A","GB","UNITED KINGDOM","Background","suburban",-0.35,53.74,2.00,"GB",
"GB0398A","GB","UNITED KINGDOM","Background","suburban",-1.43,53.55,40.00,"GB",
"GB0399A","GB","UNITED KINGDOM","Background","urban",-0.13,51.49,5.00,"GB","LONDON"
"GB0400A","GB","UNITED KINGDOM","Background","urban",-1.08,53.96,20.00,"GB","YORK"
"GB0401A","GB","UNITED KINGDOM","Background","suburban",-2.52,51.48,67.00,"GB","BRISTOL"
"GB0402A","GB","UNITED KINGDOM","Background","urban",-2.21,53.39,225.00,"GB","STOCKPORT"
"GB0404A","GB","UNITED KINGDOM","Background","suburban",-1.00,53.20,60.00,"GB","NEWARK"
"GB0405A","GB","UNITED KINGDOM","Background","urban",-1.14,52.95,0.00,"GB","NOTTINGHAM"
"GB0406A","GB","UNITED KINGDOM","Background","suburban",-1.33,53.10,0.00,"GB","BOLSOVER"
"GB0407A","GB","UNITED KINGDOM","Background","suburban",-2.12,53.26,0.00,"GB","MACCLESFIELD"
"GB0408A","GB","UNITED KINGDOM","Background","suburban",-2.87,53.37,68.00,"GB","LIVERPOOL"
"GB0410A","GB","UNITED KINGDOM","Industrial","urban",-1.62,54.96,18.00,"GB","NEWCASTLE UPON TYNE"
"GB0411A","GB","UNITED KINGDOM","Industrial","urban",-1.61,54.96,18.00,"GB","NEWCASTLE UPON TYNE"
"GB0412A","GB","UNITED KINGDOM","Background","rural",1.47,52.79,0.00,"GB",
"GB0413A","GB","UNITED KINGDOM","Background","rural",-0.80,54.33,267.00,"GB",
"GB0416A","GB","UNITED KINGDOM","Industrial","suburban",-2.00,52.57,135.00,"GB","WALSALL"
"GB0417A","GB","UNITED KINGDOM","Industrial","suburban",-2.04,52.58,140.00,"GB","WALSALL"
"GB0419A","GB","UNITED KINGDOM","Industrial","urban",-1.62,54.96,30.00,"GB","NEWCASTLE UPON TYNE"
"GB0420A","GB","UNITED KINGDOM","Background","urban",-0.20,51.49,20.00,"GB","LONDON"
"GB0421A","GB","UNITED KINGDOM","Industrial","urban",-1.27,54.60,10.00,"GB","BILLINGHAM"
"GB0422A","GB","UNITED KINGDOM","Background","suburban",-3.34,56.10,150.00,"GB","DUNFERMLINE"
"GB0452A","GB","UNITED KINGDOM","Background","urban",-4.24,55.86,15.00,"GB","GLASGOW"
"GB0453A","GB","UNITED KINGDOM","Background","urban",-2.24,53.47,90.00,"GB","MANCHESTER"
"GB0454A","GB","UNITED KINGDOM","Industrial","suburban",-2.00,52.58,148.00,"GB","WALSALL"
"GB0455A","GB","UNITED KINGDOM","Background","urban",-2.01,52.58,20.00,"GB","WALSALL"
"GB0457A","GB","UNITED KINGDOM","Background","suburban",-4.15,55.93,49.00,"GB","KIRKINTILLOCH"
"GB0458A","GB","UNITED KINGDOM","Background","urban",-2.99,51.58,23.00,"GB","NEWPORT"
"GB0459A","GB","UNITED KINGDOM","Background","suburban",-1.93,52.75,100.00,"GB","CANNOCK"
"GB0460A","GB","UNITED KINGDOM","Background","suburban",-5.91,54.62,26.00,"NI","BELFAST"
"GB0461A","GB","UNITED KINGDOM","Background","suburban",-1.62,53.60,4.00,"GB","DONCASTER"
"GB0462A","GB","UNITED KINGDOM","Background","suburban",-1.46,53.53,91.00,"GB","BARNSLEY"
"GB0463A","GB","UNITED KINGDOM","Background","suburban",-3.32,56.16,120.00,"GB","DUNFERMLINE"
"GB0464A","GB","UNITED KINGDOM","Background","suburban",-1.05,53.42,39.00,"GB","WORKSOP"
"GB0465A","GB","UNITED KINGDOM","Background","suburban",-3.05,55.89,0.00,"GB","DALKEITH"
"GB0466A","GB","UNITED KINGDOM","Background","suburban",0.28,50.76,22.00,"GB","EASTBOURNE"
