COUNTRY_NAME,IND1_DESC,1999,2000,2001,2002,2003
Bosnia and Herzegovina,"Population, total",3873000,3977000,4057000,4112000,4140000
Bosnia and Herzegovina,"Poverty headcount, national (% of population)",NA,NA,NA,19.5,NA
Bosnia and Herzegovina,"Primary completion rate, total (% of relevant age group)",88.1,80.7,76.61,76.75,NA
Botswana,Aid per capita (current US$),36.98,18.33,17.17,21.94,NA
Botswana,CO2 emissions (metric tons per capita),2.13,2.3,NA,NA,NA
Botswana,"Fertility rate, total (births per woman)",NA,4.03,NA,3.82,NA
Botswana,GDP (current US$),5.02E+09,5.25E+09,5.19E+09,5.29E+09,7.39E+09
Botswana,GDP growth (annual %),5.39,7.55,5.27,3.94,4.66
Botswana,"Life expectancy at birth, total (years)",39.4,38.97,NA,38.1,NA
Botswana,"Literacy rate, adult female (% of females ages 15 and above)",78.78,79.76,80.64,81.54,NA
Botswana,"Literacy rate, adult total (% of people ages 15 and above)",76.29,77.24,78.06,78.89,NA
Botswana,"Mortality rate, infant (per 1,000 live births)",NA,74,NA,80,NA
Botswana,"Mortality rate, under-5 (per 1,000)",NA,101,NA,110,NA
Botswana,Population growth (annual %),2.02,1.69,1.19,1,0.58
Botswana,"Population, total",1647000,1675000,1695000,1712000,1722000
Botswana,"Primary completion rate, female (% of relevant age group)",NA,96.41,95.32,NA,NA
Botswana,"Primary completion rate, total (% of relevant age group)",NA,92.22,90.86,NA,NA
Botswana,"School enrollment, primary (% net)",79.05,79.64,80.9,NA,NA
Botswana,"School enrollment, secondary (% net)",54.12,54.57,NA,NA,NA
Brazil,Aid per capita (current US$),1.11,1.9,2.02,2.15,NA
Brazil,CO2 emissions (metric tons per capita),1.8,1.81,NA,NA,NA
Brazil,Electric power consumption (kwh per capita),1817.14,1877.5,1728.74,NA,NA
Brazil,Energy use (kg of oil equivalent per capita),1075.68,1080.83,1073.65,NA,NA
Brazil,"Fertility rate, total (births per woman)",NA,2.19,NA,2.14,NA
Brazil,GDP (current US$),5.37E+11,6.02E+11,5.08E+11,4.61E+11,4.92E+11
Brazil,GDP growth (annual %),0.8,4.4,1.4,1.5,-0.2
Brazil,"Life expectancy at birth, total (years)",NA,68.07,NA,68.55,NA
Brazil,"Literacy rate, adult female (% of females ages 15 and above)",86.31,86.5,NA,NA,NA
Brazil,"Literacy rate, adult total (% of people ages 15 and above)",86.47,86.37,NA,NA,NA
Brazil,"Mortality rate, infant (per 1,000 live births)",NA,35,NA,33,NA
Brazil,"Mortality rate, under-5 (per 1,000)",NA,39,NA,37,NA
Brazil,Population growth (annual %),1.26,1.23,1.33,1.21,1.2
Brazil,"Population, total",1.68E+08,1.70E+08,1.72E+08,1.74E+08,1.77E+08
Brazil,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Brazil,"Primary completion rate, total (% of relevant age group)",71.31,79.39,81.68,NA,NA
Brazil,"School enrollment, primary (% net)",94.06,94.58,96.53,NA,NA
Brazil,"School enrollment, secondary (% net)",66.55,69.23,71.62,NA,NA
Brunei,Aid per capita (current US$),4.33,1.86,1.02,-4.96,NA
Brunei,CO2 emissions (metric tons per capita),14.15,NA,NA,NA,NA
Brunei,Electric power consumption (kwh per capita),7121.21,7263.31,6436.05,NA,NA
Brunei,Energy use (kg of oil equivalent per capita),4596.97,5869.82,6302.33,NA,NA
Brunei,"Fertility rate, total (births per woman)",NA,2.6,NA,2.47,NA
Brunei,"Life expectancy at birth, total (years)",NA,76.26,NA,76.64,NA
Brunei,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA
Brunei,"Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA
Brunei,"Mortality rate, infant (per 1,000 live births)",NA,6,NA,6,NA
Brunei,"Mortality rate, under-5 (per 1,000)",NA,7,NA,6,NA
Brunei,Population growth (annual %),2.45,2.4,1.76,2.01,1.41
Brunei,"Population, total",330000,338000,344000,351000,356000
Brunei,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Brunei,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Bulgaria,Aid per capita (current US$),33.01,38.08,43.73,48.47,NA
Bulgaria,CO2 emissions (metric tons per capita),5.16,5.18,NA,NA,NA
Bulgaria,Electric power consumption (kwh per capita),2897.7,2968.3,3107.92,NA,NA
Bulgaria,Energy use (kg of oil equivalent per capita),2221.04,2299.02,2461.27,NA,NA
Bulgaria,"Fertility rate, total (births per woman)",1.23,1.27,NA,1.25,NA
Bulgaria,GDP (current US$),1.30E+10,1.26E+10,1.36E+10,1.56E+10,1.99E+10
Bulgaria,GDP growth (annual %),2.3,5.4,4.1,4.9,4.28
Bulgaria,"Life expectancy at birth, total (years)",71.41,71.55,NA,71.82,NA
Bulgaria,"Literacy rate, adult female (% of females ages 15 and above)",97.74,97.9,98,98.1,NA
Bulgaria,"Literacy rate, adult total (% of people ages 15 and above)",98.3,98.41,98.49,98.56,NA
Bulgaria,"Mortality rate, infant (per 1,000 live births)",NA,15,NA,14,NA
Bulgaria,"Mortality rate, under-5 (per 1,000)",NA,16,NA,16,NA
Bulgaria,Population growth (annual %),-0.6,-0.46,-1.85,-0.69,-0.5
Bulgaria,"Population, total",8211000,8170000,7913000,7868000,7824000
Bulgaria,"Poverty headcount, national (% of population)",NA,NA,12.8,NA,NA
Bulgaria,"Primary completion rate, female (% of relevant age group)",NA,94.68,90.8,92.33,NA
Bulgaria,"Primary completion rate, total (% of relevant age group)",NA,96.22,91.86,93.8,NA
Bulgaria,"School enrollment, primary (% net)",94,92.65,90.35,NA,NA
Bulgaria,"School enrollment, secondary (% net)",84.48,86.04,86.69,NA,NA
Burkina Faso,Aid per capita (current US$),36.22,29.8,33.97,39.96,NA
Burkina Faso,CO2 emissions (metric tons per capita),0.09,0.09,NA,NA,NA
Burkina Faso,"Fertility rate, total (births per woman)",NA,6.5,NA,6.3,NA
Burkina Faso,GDP (current US$),2.81E+09,2.60E+09,2.81E+09,3.20E+09,4.18E+09
Burkina Faso,GDP growth (annual %),6.7,1.6,5.9,4.4,6.5
Burkina Faso,"Life expectancy at birth, total (years)",44.88,44.22,NA,42.89,NA
Burkina Faso,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA
Burkina Faso,"Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA
Burkina Faso,"Mortality rate, infant (per 1,000 live births)",NA,107,NA,107,NA
Burkina Faso,"Mortality rate, under-5 (per 1,000)",NA,207,NA,207,NA
Burkina Faso,Population growth (annual %),2.45,2.5,2.44,2.38,2.32
Burkina Faso,"Population, total",1.10E+07,1.13E+07,1.16E+07,1.18E+07,1.21E+07
Burkina Faso,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Burkina Faso,"Primary completion rate, female (% of relevant age group)",NA,22.02,22.86,24.48,NA
Burkina Faso,"Primary completion rate, total (% of relevant age group)",NA,28.18,28.11,29.28,NA
Burkina Faso,"School enrollment, primary (% net)",34.25,35,34.98,NA,NA
Burkina Faso,"School enrollment, secondary (% net)",8.38,7.99,NA,NA,NA
Burundi,Aid per capita (current US$),11.13,13.61,19.8,24.34,NA
Burundi,CO2 emissions (metric tons per capita),0.04,0.04,NA,NA,NA
Burundi,"Fertility rate, total (births per woman)",NA,5.97,NA,5.77,NA
Burundi,GDP (current US$),7.14E+08,6.79E+08,6.89E+08,7.19E+08,6.69E+08
Burundi,GDP growth (annual %),-0.97,-0.9,3.2,3.6,-1.02
Burundi,"Life expectancy at birth, total (years)",NA,41.96,NA,41.7,NA
Burundi,"Literacy rate, adult female (% of females ages 15 and above)",38.92,40.42,42,43.58,NA
Burundi,"Literacy rate, adult total (% of people ages 15 and above)",46.8,47.97,49.18,50.38,NA
Burundi,"Mortality rate, infant (per 1,000 live births)",NA,121,NA,123,NA
Burundi,"Mortality rate, under-5 (per 1,000)",NA,204,NA,208,NA
Burundi,Population growth (annual %),1.97,1.91,1.91,1.9,1.89
Burundi,"Population, total",6678000,6807000,6938000,7071000,7206000
Burundi,"Primary completion rate, female (% of relevant age group)",NA,23.79,23.58,NA,NA
Burundi,"Primary completion rate, total (% of relevant age group)",NA,26.74,26.75,NA,NA
Burundi,"School enrollment, primary (% net)",44.33,54.09,53.4,NA,NA
Burundi,"School enrollment, secondary (% net)",NA,NA,8.32,NA,NA
Cambodia,Aid per capita (current US$),22.27,31.38,32.46,36.96,NA
Cambodia,CO2 emissions (metric tons per capita),0.04,0.04,NA,NA,NA
Cambodia,"Fertility rate, total (births per woman)",NA,4,NA,3.8,NA
Cambodia,GDP (current US$),3.45E+09,3.60E+09,3.71E+09,4.00E+09,4.30E+09
Cambodia,GDP growth (annual %),10.78,7.03,5.67,5.48,7.64
Cambodia,"Life expectancy at birth, total (years)",53.71,53.81,NA,54.01,NA
Cambodia,"Literacy rate, adult female (% of females ages 15 and above)",56.18,57.24,58.24,59.26,NA
Cambodia,"Literacy rate, adult total (% of people ages 15 and above)",67.27,68.01,68.71,69.42,NA
Cambodia,"Mortality rate, infant (per 1,000 live births)",NA,95,NA,96,NA
Cambodia,"Mortality rate, under-5 (per 1,000)",NA,135,NA,138,NA
Cambodia,Population growth (annual %),2.23,2.22,2.01,1.79,1.58
Cambodia,"Population, total",1.25E+07,1.27E+07,1.29E+07,1.32E+07,1.34E+07
Cambodia,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Cambodia,"Primary completion rate, female (% of relevant age group)",NA,49.14,59.27,66.04,NA
Cambodia,"Primary completion rate, total (% of relevant age group)",NA,55.46,64.64,70.78,NA
Cambodia,"School enrollment, primary (% net)",87.53,84.75,86.17,NA,NA
Cambodia,"School enrollment, secondary (% net)",15.01,16.12,20.9,NA,NA
Cameroon,Aid per capita (current US$),29.4,25.13,31.5,40.07,NA
Cameroon,CO2 emissions (metric tons per capita),0.6,0.43,NA,NA,NA
Cameroon,Electric power consumption (kwh per capita),181.41,179.86,170.34,NA,NA
Cameroon,Energy use (kg of oil equivalent per capita),412.81,420.39,417.26,NA,NA
Cameroon,"Fertility rate, total (births per woman)",NA,4.8,NA,4.6,NA
Cameroon,GDP (current US$),9.19E+09,8.88E+09,8.59E+09,9.85E+09,1.24E+10
Cameroon,GDP growth (annual %),4.39,4.2,5.3,4.2,4.2
Cameroon,"Life expectancy at birth, total (years)",50.86,50.05,NA,48.43,NA
Cameroon,"Literacy rate, adult female (% of females ages 15 and above)",62.17,63.73,59.8,NA,NA
Cameroon,"Literacy rate, adult total (% of people ages 15 and above)",70,71.27,67.9,NA,NA
Cameroon,"Mortality rate, infant (per 1,000 live births)",NA,95,NA,95,NA
Cameroon,"Mortality rate, under-5 (per 1,000)",NA,166,NA,166,NA
Cameroon,Population growth (annual %),2.31,2.23,2.15,2.07,2
Cameroon,"Population, total",1.48E+07,1.51E+07,1.54E+07,1.58E+07,1.61E+07
Cameroon,"Poverty headcount, national (% of population)",NA,NA,40.2,NA,NA
Cameroon,"Primary completion rate, female (% of relevant age group)",39,54.45,55.63,NA,NA
Cameroon,"Primary completion rate, total (% of relevant age group)",42.5,55.31,57.03,NA,NA
Cameroon,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Cameroon,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Canada,CO2 emissions (metric tons per capita),14.38,14.17,NA,NA,NA
Canada,Electric power consumption (kwh per capita),15275.94,15648.49,15385.11,NA,NA
Canada,Energy use (kg of oil equivalent per capita),8014.56,8155.28,7984.81,NA,NA
Canada,"Fertility rate, total (births per woman)",NA,1.53,NA,1.52,NA
Canada,GDP (current US$),6.50E+11,7.07E+11,6.94E+11,7.14E+11,8.34E+11
Canada,GDP growth (annual %),5.46,4.56,1.45,3.26,1.8
Canada,"Life expectancy at birth, total (years)",NA,78.93,NA,79.22,NA
Canada,"Mortality rate, infant (per 1,000 live births)",NA,6,NA,5,NA
Canada,"Mortality rate, under-5 (per 1,000)",NA,7,NA,7,NA
Canada,Population growth (annual %),0.83,0.88,1.01,0.9,0.85
Canada,"Population, total",3.05E+07,3.08E+07,3.11E+07,3.14E+07,3.16E+07
Canada,"School enrollment, primary (% net)",98.36,99.61,NA,NA,NA
Canada,"School enrollment, secondary (% net)",97.76,97.64,NA,NA,NA
Cape Verde,Aid per capita (current US$),323.24,216.28,173.14,201.29,NA
Cape Verde,CO2 emissions (metric tons per capita),0.33,0.32,NA,NA,NA
Cape Verde,"Fertility rate, total (births per woman)",NA,3.66,NA,3.46,NA
Cape Verde,GDP (current US$),5.83E+08,5.31E+08,5.72E+08,6.44E+08,8.31E+08
Cape Verde,GDP growth (annual %),8.6,6.6,5.1,4.3,5
Cape Verde,"Life expectancy at birth, total (years)",NA,68.78,NA,69.08,NA
Cape Verde,"Literacy rate, adult female (% of females ages 15 and above)",64.88,65.66,66.97,68.03,NA
Cape Verde,"Literacy rate, adult total (% of people ages 15 and above)",72.94,73.79,74.86,75.7,NA
Cape Verde,"Mortality rate, infant (per 1,000 live births)",NA,30,NA,29,NA
Cape Verde,"Mortality rate, under-5 (per 1,000)",NA,40,NA,38,NA
Cape Verde,Population growth (annual %),2.63,2.8,2.5,2.66,2.59
Cape Verde,"Population, total",423000,435000,446000,458000,470000
Cape Verde,"Primary completion rate, female (% of relevant age group)",NA,103.88,104.72,NA,NA
Cape Verde,"Primary completion rate, total (% of relevant age group)",NA,95.18,96.65,NA,NA
Cape Verde,"School enrollment, primary (% net)",99.66,99.36,99.44,NA,NA
Cape Verde,"School enrollment, secondary (% net)",NA,NA,53.37,NA,NA
Cayman Islands,Aid per capita (current US$),76.59,-103.75,-21.08,-47.44,NA
Cayman Islands,CO2 emissions (metric tons per capita),7.18,8.24,NA,NA,NA
Cayman Islands,GDP (current US$),NA,NA,NA,NA,NA
Cayman Islands,GDP growth (annual %),NA,NA,NA,NA,NA
Cayman Islands,"Population, total",39300,34700,37000,39000,NA
Central African Republic,Aid per capita (current US$),32.19,20.29,17.67,15.65,NA
Central African Republic,CO2 emissions (metric tons per capita),0.07,0.07,NA,NA,NA
Central African Republic,"Fertility rate, total (births per woman)",NA,4.72,NA,4.6,NA
Central African Republic,GDP (current US$),1.05E+09,9.53E+08,9.67E+08,1.05E+09,1.20E+09
Central African Republic,GDP growth (annual %),3.6,2.3,1.5,-0.8,-7.3
Central African Republic,"Life expectancy at birth, total (years)",44.08,43.42,NA,42.09,NA
Central African Republic,"Literacy rate, adult female (% of females ages 15 and above)",33.41,33.49,NA,NA,NA
Central African Republic,"Literacy rate, adult total (% of people ages 15 and above)",45.33,48.57,NA,NA,NA
Central African Republic,"Mortality rate, infant (per 1,000 live births)",NA,115,NA,115,NA
Central African Republic,"Mortality rate, under-5 (per 1,000)",NA,180,NA,180,NA
Central African Republic,Population growth (annual %),1.62,1.22,1.34,1.45,1.58
Central African Republic,"Population, total",3670000,3715000,3765000,3820000,3881000
Central African Republic,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Central African Republic,"Primary completion rate, total (% of relevant age group)",NA,19.19,NA,NA,NA
Central African Republic,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Central African Republic,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Chad,Aid per capita (current US$),24.64,16.63,23.08,27.94,NA
Chad,CO2 emissions (metric tons per capita),0.02,0.02,NA,NA,NA
Chad,"Fertility rate, total (births per woman)",NA,6.38,NA,6.2,NA
Chad,GDP (current US$),1.53E+09,1.39E+09,1.67E+09,2.00E+09,2.65E+09
Chad,GDP growth (annual %),-0.6,-0.6,9.5,9.9,9.9
Chad,"Life expectancy at birth, total (years)",NA,48.44,NA,48.36,NA
Chad,"Literacy rate, adult female (% of females ages 15 and above)",32.32,34.02,35.78,37.5,NA
Chad,"Literacy rate, adult total (% of people ages 15 and above)",41,42.6,44.23,45.8,NA
Chad,"Mortality rate, infant (per 1,000 live births)",NA,118,NA,117,NA
Chad,"Mortality rate, under-5 (per 1,000)",NA,200,NA,200,NA
Chad,Population growth (annual %),3.09,3.07,3,2.93,2.85
Chad,"Population, total",7623000,7861000,8100000,8341000,8582000
Chad,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Chad,"Primary completion rate, female (% of relevant age group)",NA,12.43,13.13,NA,NA
Chad,"Primary completion rate, total (% of relevant age group)",NA,21.03,22.03,NA,NA
Chad,"School enrollment, primary (% net)",56.74,58.31,58.26,NA,NA
Chad,"School enrollment, secondary (% net)",7.77,NA,NA,NA,NA
Channel Islands,"Fertility rate, total (births per woman)",NA,1.75,NA,1.75,NA
Channel Islands,"Life expectancy at birth, total (years)",NA,78.85,NA,79.15,NA
Channel Islands,Population growth (annual %),0,0,0,0,0
Channel Islands,"Population, total",149000,149000,149000,149000,149000
Chile,Aid per capita (current US$),4.68,3.24,3.74,-1.45,NA
Chile,CO2 emissions (metric tons per capita),4.16,3.91,NA,NA,NA
Chile,Electric power consumption (kwh per capita),2309.03,2406.02,2556.75,NA,NA
Chile,Energy use (kg of oil equivalent per capita),1680.58,1590.36,1545.32,NA,NA
Chile,"Fertility rate, total (births per woman)",NA,2.19,NA,2.15,NA
Chile,GDP (current US$),7.30E+10,7.55E+10,6.65E+10,6.74E+10,7.24E+10
Chile,GDP growth (annual %),-1.14,4.4,2.8,2.2,3.3
Chile,"Life expectancy at birth, total (years)",NA,75.86,NA,76.28,NA
Chile,"Literacy rate, adult female (% of females ages 15 and above)",95.39,95.58,95.74,95.64,NA
Chile,"Literacy rate, adult total (% of people ages 15 and above)",95.59,95.76,95.9,95.72,NA
Chile,"Mortality rate, infant (per 1,000 live births)",NA,10,NA,10,NA
Chile,"Mortality rate, under-5 (per 1,000)",NA,12,NA,12,NA
Chile,Population growth (annual %),1.31,1.28,1.25,1.21,1.18
Chile,"Population, total",1.50E+07,1.52E+07,1.54E+07,1.56E+07,1.58E+07
Chile,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Chile,"Primary completion rate, female (% of relevant age group)",NA,99.67,102.78,NA,NA
Chile,"Primary completion rate, total (% of relevant age group)",NA,100.22,103.39,NA,NA
Chile,"School enrollment, primary (% net)",88.91,88.83,NA,NA,NA
Chile,"School enrollment, secondary (% net)",71.78,74.52,NA,NA,NA
China,Aid per capita (current US$),1.91,1.37,1.16,1.15,NA
China,CO2 emissions (metric tons per capita),2.25,2.21,NA,NA,NA
China,Electric power consumption (kwh per capita),757.74,827.05,893.4,NA,NA
China,Energy use (kg of oil equivalent per capita),891.97,904.8,895.84,NA,NA
China,"Fertility rate, total (births per woman)",NA,1.89,NA,1.88,NA
China,GDP (current US$),9.91E+11,1.08E+12,1.18E+12,1.27E+12,1.41E+12
China,GDP growth (annual %),7.1,8,7.5,8,9.1
China,"Life expectancy at birth, total (years)",NA,70.26,NA,70.66,NA
China,"Literacy rate, adult female (% of females ages 15 and above)",77.03,86.53,NA,NA,NA
China,"Literacy rate, adult total (% of people ages 15 and above)",84.5,90.92,NA,NA,NA
China,"Mortality rate, infant (per 1,000 live births)",NA,32,NA,30,NA
China,"Mortality rate, under-5 (per 1,000)",NA,40,NA,38,NA
China,Population growth (annual %),0.95,0.71,0.73,0.67,0.7
China,"Population, total",1.25E+09,1.26E+09,1.27E+09,1.28E+09,1.29E+09
China,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
China,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
China,"Primary completion rate, total (% of relevant age group)",NA,101.77,NA,NA,NA
China,"School enrollment, primary (% net)",NA,92.76,NA,NA,NA
Colombia,Aid per capita (current US$),7.28,4.42,8.84,10.08,NA
Colombia,CO2 emissions (metric tons per capita),1.35,1.38,NA,NA,NA
Colombia,Electric power consumption (kwh per capita),771.66,788.1,817.78,NA,NA
Colombia,Energy use (kg of oil equivalent per capita),677.03,677.23,679.63,NA,NA
Colombia,"Fertility rate, total (births per woman)",NA,2.55,NA,2.48,NA
Colombia,GDP (current US$),8.63E+10,8.38E+10,8.17E+10,8.06E+10,7.76E+10
Colombia,GDP growth (annual %),-4.2,2.92,1.39,1.62,3.74
Colombia,"Life expectancy at birth, total (years)",NA,71.35,NA,71.78,NA
Colombia,"Literacy rate, adult female (% of females ages 15 and above)",91.31,91.64,91.92,92.2,NA
Colombia,"Literacy rate, adult total (% of people ages 15 and above)",91.33,91.63,91.89,92.15,NA
Colombia,"Mortality rate, infant (per 1,000 live births)",NA,25,NA,19,NA
Colombia,"Mortality rate, under-5 (per 1,000)",NA,24,NA,23,NA
Colombia,Population growth (annual %),1.79,1.81,1.72,1.62,1.52
Colombia,"Population, total",4.15E+07,4.23E+07,4.30E+07,4.37E+07,4.44E+07
Colombia,"Poverty headcount, national (% of population)",64,NA,NA,NA,NA
Colombia,"Primary completion rate, female (% of relevant age group)",NA,91.55,91.66,NA,NA
Colombia,"Primary completion rate, total (% of relevant age group)",NA,89.17,89.52,NA,NA
Colombia,"School enrollment, primary (% net)",88.15,88.5,86.73,NA,NA
Colombia,"School enrollment, secondary (% net)",54.27,56.54,53.5,NA,NA
Comoros,Aid per capita (current US$),39.41,33.6,48.06,55.39,NA
Comoros,CO2 emissions (metric tons per capita),0.15,0.14,NA,NA,NA
Comoros,"Fertility rate, total (births per woman)",NA,4.27,NA,4.05,NA
Comoros,GDP (current US$),2.23E+08,2.04E+08,2.19E+08,2.47E+08,3.23E+08
